"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","plot_label"
"A_21_P0001183",2.0348684,2.416128275,10.6527859591473,1.34126366595273e-05,1.34126366595273e-05,-3.71757111152449,"XLOC_001064","XLOC_001064"
"A_33_P3802966",1.639275275,2.3660260375,10.340234383275,1.63599507039584e-05,1.63599507039584e-05,-3.72168455406621,"","A_33_P3802966"
"A_23_P124402",1.31837395,2.1422429,9.03177223083134,3.99901589992397e-05,3.99901589992397e-05,-3.74322814024831,"HTR3C","HTR3C"
"A_21_P0001731",1.348787525,2.1887035875,8.86088349094416,4.53112374563823e-05,4.53112374563823e-05,-3.74667893848955,"LOC100505768","LOC100505768"
"A_21_P0006724",1.16895275,2.04561385,8.79532311962857,4.75617060571748e-05,4.75617060571748e-05,-3.74804973923947,"XLOC_008696","XLOC_008696"
"A_33_P3228533",1.885373125,2.9418867875,8.16684757278157,7.69309771939059e-05,7.69309771939059e-05,-3.76266796550457,"","A_33_P3228533"
"A_23_P322735",1.5587935,2.16356405,7.29041381468028,0.000158760893402578,0.000158760893402578,-3.78858453219076,"TMC1","TMC1"
"A_19_P00321097",1.82593285,2.34622585,7.14339930204199,0.000180496981509755,0.000180496981509755,-3.79371940064924,"XLOC_001394","XLOC_001394"
"A_32_P223189",-1.101195925,7.9155460375,-7.07731717777836,0.000191343295613429,0.000191343295613429,-3.7961130321644,"SUMO1P3","SUMO1P3"
"A_21_P0003372",1.179687825,2.1829200375,6.89802852924184,0.000224654681180034,0.000224654681180034,-3.8028899555225,"XLOC_003554","XLOC_003554"
"A_23_P118158",1.779227925,2.6586359375,6.72422409121344,0.000263290431903811,0.000263290431903811,-3.80987873423841,"HS3ST2","HS3ST2"
"A_21_P0012957",1.122272825,1.9657266875,6.34996334689244,0.000374591957435707,0.000374591957435707,-3.8264876275856,"XLOC_l2_011793","XLOC_l2_011793"
"A_33_P3295991",0.700982424999999,4.8023747875,6.34482762692385,0.000376448850363473,0.000376448850363473,-3.82673161074715,"FLJ25694","FLJ25694"
"A_21_P0011850",-1.512020775,2.0925515625,-6.26228107238062,0.000407755773720463,0.000407755773720463,-3.83071706792762,"XLOC_l2_007543","XLOC_l2_007543"
"A_21_P0004527",1.28982245,2.196413475,6.15058808461076,0.000454863462453057,0.000454863462453057,-3.83630716941094,"XLOC_004554","XLOC_004554"
"A_23_P66854",-1.200052025,2.3663951875,-6.05207031539508,0.000501513211051827,0.000501513211051827,-3.84143482177202,"KRT20","KRT20"
"A_33_P3262276",-1.1733492,2.218703775,-5.97291974830362,0.000542885443454428,0.000542885443454428,-3.84569416976649,"OR10A7","OR10A7"
"A_21_P0012358",1.044956025,4.4363142875,5.93754748847991,0.000562597811463979,0.000562597811463979,-3.84763923375274,"XLOC_l2_009510","XLOC_l2_009510"
"A_21_P0013746",-1.855172525,2.7824970125,-5.76622119786638,0.000670126190803107,0.000670126190803107,-3.85743981108161,"XLOC_l2_015438","XLOC_l2_015438"
"A_33_P3886737",1.73979635,2.6074856,5.73505761711854,0.000692056757254686,0.000692056757254686,-3.85929264481908,"DKFZp686L13185","DKFZp686L13185"
"A_33_P3418662",1.182878575,5.1102707125,5.68150778790053,0.000731637459361593,0.000731637459361593,-3.86252888871765,"HSD17B3","HSD17B3"
"A_21_P0010062",1.2982889,2.58879115,5.67116958593932,0.000739566248506316,0.000739566248506316,-3.86316141637643,"XLOC_013807","XLOC_013807"
"A_21_P0002967",1.2577113,2.3277466,5.58747699473253,0.000807401121719087,0.000807401121719087,-3.86837643541172,"XLOC_002688","XLOC_002688"
"A_23_P415470",1.14889215,2.044280375,5.58467547003284,0.000809788880868441,0.000809788880868441,-3.8685539534302,"PCDHGB6","PCDHGB6"
"A_21_P0000763",1.1906221,2.053327825,5.58467311108608,0.000809790894729989,0.000809790894729989,-3.86855410298597,"LOC100507156","LOC100507156"
"A_23_P97402",1.8873967,2.9004646,5.56854677146922,0.00082368955964778,0.00082368955964778,-3.8695797216152,"CAMK1G","CAMK1G"
"A_33_P3304092",1.291543225,2.4974457125,5.56747282619491,0.000824624553553786,0.000824624553553786,-3.869648252624,"","A_33_P3304092"
"A_32_P185637",-1.02168915,1.98607215,-5.36577390972729,0.00102315487456259,0.00102315487456259,-3.88304409149988,"COL20A1","COL20A1"
"A_21_P0009393",1.494227325,2.2289980875,5.36330669118477,0.0010258920750598,0.0010258920750598,-3.88321462465492,"XLOC_012281","XLOC_012281"
"A_33_P3394858",1.474606775,2.5656255375,5.33373230197901,0.00105934484598731,0.00105934484598731,-3.88527180404061,"LINC00092","LINC00092"
"A_32_P163458",1.3593823,4.044603725,5.29405778034604,0.00110614400577064,0.00110614400577064,-3.88806968104685,"SPDYE3","SPDYE3"
"A_33_P3256287",1.027537575,2.2116252125,5.26070792364959,0.00114726519305064,0.00114726519305064,-3.89045588151611,"","A_33_P3256287"
"A_33_P3851788",0.645280775000002,7.7267251125,5.25572716324365,0.00115355121830792,0.00115355121830792,-3.8908149824055,"C19orf23","C19orf23"
"A_33_P3245163",1.1109068,2.1638645,5.23925787473932,0.00117461066345929,0.00117461066345929,-3.89200746312624,"MYC","MYC"
"A_21_P0014464",1.48988835,2.685240425,5.15287237689738,0.00129231164460907,0.00129231164460907,-3.89839234572179,"LOC100507201","LOC100507201"
"A_33_P3231820",-1.0706104,3.515882525,-5.1479297712482,0.00129943187836152,0.00129943187836152,-3.89876437721068,"ASTL","ASTL"
"A_21_P0004310",2.09089845,3.007608525,5.13122307393593,0.0013238236840006,0.0013238236840006,-3.90002736666192,"XLOC_004587","XLOC_004587"
"A_21_P0007169",1.681206325,2.6811632875,5.12813863523583,0.00132838233639644,0.00132838233639644,-3.90026147032046,"XLOC_009021","XLOC_009021"
"A_33_P3264790",-1.433650825,2.3678974875,-5.05601631553316,0.0014401046413939,0.0014401046413939,-3.90581896267583,"GJD4","GJD4"
"A_33_P3423335",1.3131607,2.574917875,5.01559902522819,0.00150724663545469,0.00150724663545469,-3.90900467816622,"OR2AE1","OR2AE1"
"A_21_P0013626",1.30968515,2.334683175,5.01486122797785,0.00150850412017892,0.00150850412017892,-3.90906331607383,"CCL27","CCL27"
"A_21_P0013332",0.952414600000001,5.73249405,5.01201497318494,0.00151336612436753,0.00151336612436753,-3.90928969164367,"SPDYE7P","SPDYE7P"
"A_21_P0004182",1.366893925,2.1393347375,5.0085384713699,0.00151932831375308,0.00151932831375308,-3.90956654694279,"XLOC_005037","XLOC_005037"
"A_33_P3326898",-0.602864699999999,5.159240925,-4.97758518667262,0.00157357648702856,0.00157357648702856,-3.91204877620632,"LOC100132249","LOC100132249"
"A_21_P0007262",2.213612075,3.6754801625,4.95244901240935,0.00161921131471767,0.00161921131471767,-3.91408751551587,"XLOC_009251","XLOC_009251"
"A_33_P3485976",-1.9054731,4.127122825,-4.91606530440493,0.00168788565587943,0.00168788565587943,-3.91707555132253,"","A_33_P3485976"
"A_33_P3209566",1.153949125,2.3239704375,4.90903343002521,0.00170152701747322,0.00170152701747322,-3.91765815280679,"","A_33_P3209566"
"A_33_P3420792",0.54074685,6.686987325,4.8986927874775,0.00172180951768176,0.00172180951768176,-3.91851791887557,"PDAP1","PDAP1"
"A_33_P3349774",0.591660774999999,4.7147402375,4.87595260604892,0.00176736140580404,0.00176736140580404,-3.92042139462113,"LSM14B","LSM14B"
"A_33_P3226680",0.713974074999999,2.9471746125,4.87045441554823,0.00177857435078523,0.00177857435078523,-3.92088427140626,"","A_33_P3226680"
"A_33_P3374215",1.121423725,8.0751615125,4.86749400468255,0.0017846443818663,0.0017846443818663,-3.92113392905581,"","A_33_P3374215"
"A_33_P3222362",1.1334303,1.928944075,4.86402925540369,0.00179177765440775,0.00179177765440775,-3.92142650087808,"LOC729950","LOC729950"
"A_23_P168092",1.360850975,2.8033490625,4.80648802094945,0.00191497903942629,0.00191497903942629,-3.92634628801677,"","A_23_P168092"
"A_21_P0014656",1.72358995,4.6655212,4.79430829456168,0.00194224193238426,0.00194224193238426,-3.92740254518759,"ARSD-AS1","ARSD-AS1"
"A_33_P3255964",1.0906888,5.669905475,4.7586087290359,0.00202465570000774,0.00202465570000774,-3.93052895178744,"CYMP","CYMP"
"A_24_P69053",1.145493425,5.5132570125,4.75063926858798,0.00204357685506883,0.00204357685506883,-3.93123313309991,"ODZ3","ODZ3"
"A_33_P3352941",0.846634425000001,5.4544466625,4.73453692734454,0.00208240651291809,0.00208240651291809,-3.93266296177409,"FBXO22-AS1","FBXO22-AS1"
"A_33_P3217427",0.905775825,4.7699274875,4.72862079898562,0.00209687710447009,0.00209687710447009,-3.9331906641844,"DNAJC16","DNAJC16"
"A_24_P257336",1.108130275,5.3988162125,4.72804431224362,0.00209829309733084,0.00209829309733084,-3.9332421536057,"POPDC2","POPDC2"
"A_21_P0008221",-1.390908775,2.1547921875,-4.72665289798091,0.00210171510736522,0.00210171510736522,-3.93336647908467,"XLOC_010731","XLOC_010731"
"A_33_P3415345",0.45100935,6.45813705,4.70144769911523,0.00216478413216907,0.00216478413216907,-3.93563092403625,"ALS2","ALS2"
"A_23_P83149",-0.508703699999999,5.086614375,-4.69009658856447,0.00219386765061394,0.00219386765061394,-3.9366583775011,"FAM108B1","FAM108B1"
"A_33_P3248222",1.283542875,2.3530532375,4.67040649283274,0.00224534625333106,0.00224534625333106,-3.93845202592754,"","A_33_P3248222"
"A_32_P404549",1.285532,2.114580725,4.66258082394452,0.00226617526478757,0.00226617526478757,-3.93916893170912,"CCDC39","CCDC39"
"A_23_P401361",0.4641179,5.4604395,4.6581423311375,0.00227808363593205,0.00227808363593205,-3.93957656476658,"PITPNM2","PITPNM2"
"A_33_P3273143",0.8013035,4.2838965,4.65585432209727,0.00228424928547765,0.00228424928547765,-3.93978698687436,"SLC35E4","SLC35E4"
"A_33_P3267198",0.49872145,4.730858175,4.64946749538525,0.00230155800357747,0.00230155800357747,-3.94037541378958,"","A_33_P3267198"
"A_23_P70598",1.6466644,2.816501825,4.63236384725252,0.0023486272666083,0.0023486272666083,-3.94195882080233,"TCP11","TCP11"
"A_33_P3299872",-1.0947865,10.317463,-4.61452807200874,0.00239884579730736,0.00239884579730736,-3.9436219059343,"HINT3","HINT3"
"A_33_P3281606",1.2933899,6.4853075,4.59480490981821,0.00245576233521628,0.00245576233521628,-3.94547524054724,"KCNT1","KCNT1"
"A_23_P89302",1.4534383,2.986003625,4.59387176484636,0.00245849184768161,0.00245849184768161,-3.94556329898261,"CACNG1","CACNG1"
"A_33_P3417452",0.611222000000001,10.30548,4.59179110455591,0.00246458997876055,0.00246458997876055,-3.94575976724382,"ZGLP1","ZGLP1"
"A_19_P00808588",-1.4019947,2.323124075,-4.57353055294648,0.00251883068620317,0.00251883068620317,-3.94749127568514,"GBP1P1","GBP1P1"
"A_24_P41408",-0.639097,4.190610175,-4.56938176384795,0.00253133685918748,0.00253133685918748,-3.94788649214764,"","A_24_P41408"
"A_21_P0004328",0.461060325,1.6558044125,4.56676379929085,0.00253926372068279,0.00253926372068279,-3.94813622902056,"XLOC_004627","XLOC_004627"
"A_23_P24755",0.372068000000001,10.54693175,4.56179417443175,0.00255438651507272,0.00255438651507272,-3.94861104064792,"STX5","STX5"
"A_23_P3963",0.895680850000002,8.4378337,4.54078755076179,0.00261941682210284,0.00261941682210284,-3.95062884838236,"CDR2L","CDR2L"
"A_33_P3339575",1.74731455,3.0593846,4.50122450819748,0.00274690483383412,0.00274690483383412,-3.95447689583445,"LOC647983","LOC647983"
"A_21_P0003939",-1.286312275,2.4414321375,-4.48801086441411,0.00279099544242644,0.00279099544242644,-3.95577616269902,"XLOC_004860","XLOC_004860"
"A_32_P54037",1.038478875,2.0111112625,4.46681426023248,0.00286336023692176,0.00286336023692176,-3.95787524035203,"CCDC38","CCDC38"
"A_21_P0014247",-0.415524724999999,6.2966372125,-4.45275639596608,0.00291249199516453,0.00291249199516453,-3.95927754837087,"LOC100507309","LOC100507309"
"A_23_P43415",1.747503575,2.3818031125,4.44959069759608,0.00292368357988094,0.00292368357988094,-3.95959446032868,"HSD17B3","HSD17B3"
"A_21_P0007611",1.1628371,2.326794375,4.44819792120514,0.00292862240276518,0.00292862240276518,-3.95973401988949,"XLOC_009846","XLOC_009846"
"A_33_P3416181",1.3979743,2.385465,4.43411551544286,0.00297907810561729,0.00297907810561729,-3.9611496336697,"","A_33_P3416181"
"A_33_P3728979",-0.649278700000001,4.83539635,-4.43010854384978,0.00299360892440547,0.00299360892440547,-3.96155393731795,"FAM151B","FAM151B"
"A_32_P21579",0.7359787,4.21227535,4.42709240275311,0.00300459806241565,0.00300459806241565,-3.96185870832789,"TRDMT1","TRDMT1"
"A_33_P3424826",0.988972399999999,4.340816375,4.42444759251389,0.00301427081346835,0.00301427081346835,-3.96212627059102,"","A_33_P3424826"
"A_21_P0011225",1.2125258,3.233244375,4.4222773003081,0.00302223372743632,0.00302223372743632,-3.96234604694536,"XLOC_l2_003944","XLOC_l2_003944"
"A_21_P0000049",-1.668908225,4.3530242625,-4.42114693118534,0.00302639027507138,0.00302639027507138,-3.96246059282113,"DISC1","DISC1"
"A_21_P0007215",1.013245425,5.9240281875,4.42102558492391,0.00302683685837048,0.00302683685837048,-3.96247289261931,"XLOC_009146","XLOC_009146"
"A_23_P55400",1.21799585,1.9705363,4.41997675957326,0.00303069980998081,0.00303069980998081,-3.96257922850677,"KRT36","KRT36"
"A_33_P3421626",-0.688288625000002,8.6073643125,-4.40050155000592,0.00310342383231319,0.00310342383231319,-3.96456214114186,"KIAA1147","KIAA1147"
"A_33_P3233100",1.01871095,4.229700325,4.39745181082295,0.00311498498275062,0.00311498498275062,-3.96487410669998,"","A_33_P3233100"
"A_21_P0007839",1.122386225,2.1572248125,4.39693282849321,0.0031169570873712,0.0031169570873712,-3.96492723392843,"XLOC_009784","XLOC_009784"
"A_21_P0014673",0.451011925,4.8647900875,4.387626598773,0.00315255435499591,0.00315255435499591,-3.96588183418051,"LOC100506982","LOC100506982"
"A_21_P0008496",0.720018825,5.1701876125,4.37288923815249,0.0032098442938851,0.0032098442938851,-3.96740108282836,"XLOC_011147","XLOC_011147"
"A_23_P103310",-2.42003435,4.891912975,-4.36377102428934,0.0032458630597566,0.0032458630597566,-3.96834571563161,"S100A7","S100A7"
"A_21_P0008752",1.721279275,2.4990215875,4.34906142859915,0.00330490903217479,0.00330490903217479,-3.96987714479462,"XLOC_011515","XLOC_011515"
"A_33_P3330120",0.467069875,1.7723039625,4.34221418285429,0.00333279648613536,0.00333279648613536,-3.97059320612599,"","A_33_P3330120"
"A_23_P379054",1.212807375,2.7847981375,4.32845702251691,0.00338961163309519,0.00338961163309519,-3.97203803662744,"CLDN19","CLDN19"
"A_33_P3364389",-1.2078504,5.8318977,-4.3184891430131,0.0034314422923617,0.0034314422923617,-3.97309005902621,"SYT8","SYT8"
"A_21_P0011319",0.846280575,5.0305407625,4.30042503839442,0.00350870160803316,0.00350870160803316,-3.97500767528477,"STARD9","STARD9"
"A_23_P89215",0.711810375,5.1704510375,4.29710068801318,0.00352312677661761,0.00352312677661761,-3.97536214235908,"FN3K","FN3K"
"A_33_P3224265",0.532454249999999,7.7913044,4.29632945697806,0.00352648263523498,0.00352648263523498,-3.97544444659456,"RPL23","RPL23"
"A_24_P281872",1.3567223,2.467096175,4.29031510750891,0.00355277361764382,0.00355277361764382,-3.97608718936216,"CXorf27","CXorf27"
"A_33_P3346448",-1.927929725,2.7734106125,-4.29017740028952,0.00355337810244681,0.00355337810244681,-3.97610192465838,"PCDH11X","PCDH11X"
"A_21_P0013982",-1.1336471,2.368724225,-4.28992303038222,0.00355449499115465,0.00355449499115465,-3.97612914560253,"LOC100506571","LOC100506571"
"A_21_P0012430",-0.415287699999999,5.96489465,-4.28441023307806,0.00357879555260147,0.00357879555260147,-3.97671979353513,"ATMIN","ATMIN"
"A_21_P0012460",0.513715175000002,7.5298116625,4.26967694312226,0.00364464002592593,0.00364464002592593,-3.97830497693237,"RPL32P3","RPL32P3"
"A_21_P0002628",0.867660625,4.0076532125,4.24427362626983,0.00376131464853731,0.00376131464853731,-3.98106101456798,"XLOC_001846","XLOC_001846"
"A_33_P3340180",0.481569825,5.6921426125,4.2396099969606,0.00378317621773063,0.00378317621773063,-3.98157013926637,"PPIP5K1","PPIP5K1"
"A_32_P77102",-3.75076315,4.1625306,-4.23236691950118,0.00381740625522423,0.00381740625522423,-3.98236281507391,"LOC100128420","LOC100128420"
"A_33_P3212167",2.361847325,7.1420672375,4.21837539131461,0.0038844947380848,0.0038844947380848,-3.98390079412609,"ACTN2","ACTN2"
"A_33_P3267250",0.799339600000001,5.39681105,4.21401296328966,0.00390567590281959,0.00390567590281959,-3.98438214969099,"TDRD10","TDRD10"
"A_33_P3235360",0.762410274999999,7.0275707875,4.19298915846819,0.00400954543799993,0.00400954543799993,-3.98671419424898,"","A_33_P3235360"
"A_33_P3356517",1.4707976,6.233696475,4.1763217679176,0.00409404435738297,0.00409404435738297,-3.98857751474633,"LOC100652764","LOC100652764"
"A_23_P18798",0.826003974999999,4.0275466625,4.17343249242679,0.0041088896573674,0.0041088896573674,-3.98890183168501,"PCDHB9","PCDHB9"
"A_23_P41075",0.440120999999998,9.87622425,4.16998377609653,0.0041266866691527,0.0041266866691527,-3.98928945426082,"MON1A","MON1A"
"A_21_P0012469",-1.0203425,2.0380902,-4.16189679182576,0.0041687514585425,0.0041687514585425,-3.99020057817436,"XLOC_l2_010448","XLOC_l2_010448"
"A_21_P0000793",-1.187716125,2.3737733125,-4.15719531848127,0.00419342213419796,0.00419342213419796,-3.9907316785691,"LOC100132618","LOC100132618"
"A_33_P3253401",1.414725525,2.7044728875,4.15669353968849,0.00419606461663177,0.00419606461663177,-3.99078842304221,"","A_33_P3253401"
"A_19_P00321986",1.138756125,2.2015865375,4.15600780020903,0.00419967882830892,0.00419967882830892,-3.99086599011211,"XLOC_l2_007876","XLOC_l2_007876"
"A_19_P00318992",-1.486508725,2.3325210125,-4.15085144260929,0.00422696504330403,0.00422696504330403,-3.99144995612635,"XLOC_010390","XLOC_010390"
"A_21_P0002409",1.11892195,2.457814825,4.14393651179759,0.00426386245396463,0.00426386245396463,-3.99223504671365,"XLOC_002005","XLOC_002005"
"A_33_P3629585",0.900607825,1.8739978375,4.12249684843157,0.00438052258013162,0.00438052258013162,-3.99468357514057,"SNORA50","SNORA50"
"A_33_P3313617",-1.40352415,2.602560725,-4.11890270773929,0.00440041928117901,0.00440041928117901,-3.99509618125143,"GBP1P1","GBP1P1"
"A_21_P0008908",-1.001608,1.989095575,-4.11863147973653,0.00440192477379023,0.00440192477379023,-3.99512734309969,"XLOC_011655","XLOC_011655"
"A_19_P00810227",1.118232825,4.5208869375,4.1146699518586,0.00442397821410263,0.00442397821410263,-3.99558288955577,"XLOC_010879","XLOC_010879"
"A_33_P3274599",1.56903785,2.8680782,4.10101288299181,0.0045009377234829,0.0045009377234829,-3.99715910203504,"FAM138E","FAM138E"
"A_21_P0003716",-1.3934751,4.2824553,-4.09862628613112,0.00451453630540977,0.00451453630540977,-3.99743546550676,"XLOC_003867","XLOC_003867"
"A_21_P0004487",1.4423895,3.060818375,4.096137389803,0.00452876568019344,0.00452876568019344,-3.99772396658939,"XLOC_004285","XLOC_004285"
"A_23_P144490",0.89507535,4.688944325,4.08984537233246,0.00456495734525098,0.00456495734525098,-3.99845463681532,"DCHS2","DCHS2"
"A_21_P0000623",1.17000695,5.7567344,4.08700323576291,0.00458140894634848,0.00458140894634848,-3.99878530991642,"LINC00421","LINC00421"
"A_21_P0001994",1.036636,2.00247195,4.081610340431,0.00461280409520778,0.00461280409520778,-3.99941382762742,"LOC100505964","LOC100505964"
"A_32_P158786",-1.5146216,2.873927,-4.07675607382803,0.00464126489171075,0.00464126489171075,-3.99998077379714,"C12orf56","C12orf56"
"A_23_P168576",0.846558425,7.2229230625,4.07186167147638,0.00467015556462953,0.00467015556462953,-4.00055356406916,"POMZP3","POMZP3"
"A_24_P822692",0.4664847,5.031278675,4.06619492536141,0.0047038511318848,0.0047038511318848,-4.001218195105,"LOC643669","LOC643669"
"A_24_P92183",0.920857000000002,9.8635075,4.0535026057289,0.00478029066634676,0.00478029066634676,-4.00271250642265,"PABPC1L","PABPC1L"
"A_33_P3404346",1.3125565,2.959971375,4.05152184631341,0.00479234182435135,0.00479234182435135,-4.00294641826411,"","A_33_P3404346"
"A_33_P3372104",0.658750875000001,6.1391921875,4.05083450669569,0.00479653143275168,0.00479653143275168,-4.00302763247245,"","A_33_P3372104"
"A_19_P00319890",1.0063519,2.076485725,4.05023426501686,0.00480019341959942,0.00480019341959942,-4.00309857435136,"LINC00313","LINC00313"
"A_33_P3381087",-1.2172866,1.996717525,-4.04602481722155,0.00482596067446952,0.00482596067446952,-4.00359658043839,"CSTL1","CSTL1"
"A_33_P3290800",-1.166682525,6.1514786125,-4.04032336656528,0.00486110227290835,0.00486110227290835,-4.00427248752737,"DDX26B","DDX26B"
"A_33_P3269728",0.514147125000001,8.2283399375,4.0363929053175,0.00488549097795791,0.00488549097795791,-4.00473937475766,"ANKRD10","ANKRD10"
"A_33_P3359473",-0.939793249999997,9.183569375,-4.02130360430758,0.00498037040891343,0.00498037040891343,-4.00653886664893,"SUV420H2","SUV420H2"
"A_23_P35791",0.384477499999999,9.40113275,4.02036966602705,0.00498630868864515,0.00498630868864515,-4.00665061472994,"RPS6KA4","RPS6KA4"
"A_24_P101704",0.6836402,2.011299825,4.0130256644338,0.00503327466178969,0.00503327466178969,-4.00753085171907,"ROR2","ROR2"
"A_21_P0007044",0.683310850000001,4.913740925,4.01052061289813,0.0050494051861918,0.0050494051861918,-4.00783171519234,"LOC100507127","LOC100507127"
"A_21_P0014509",-1.09364985,2.229213625,-4.00970561037406,0.00505466531591918,0.00505466531591918,-4.00792966654011,"LOC100505838","LOC100505838"
"A_23_P352266",-1.34089195,7.84339135,-4.00936514740299,0.00505686447922181,0.00505686447922181,-4.00797059498952,"BCL2","BCL2"
"A_33_P3231363",0.635776275,7.2074433375,4.00607480542083,0.00507817182366158,0.00507817182366158,-4.0083664381082,"STK3","STK3"
"A_21_P0003606",0.93658535,1.9744153,4.00274486750443,0.00509983545027981,0.00509983545027981,-4.00876759450594,"XLOC_003526","XLOC_003526"
"A_21_P0007197",1.354788375,2.4098509125,3.99005649011189,0.0051833120770622,0.0051833120770622,-4.01030123968651,"XLOC_009113","XLOC_009113"
"A_33_P3283824",1.937584225,3.4866634375,3.98704373298056,0.00520335138739019,0.00520335138739019,-4.01066657741021,"SLC39A8","SLC39A8"
"A_33_P3337124",0.535644400000002,4.990025375,3.97855552961853,0.00526026679619796,0.00526026679619796,-4.01169834178475,"LOC648691","LOC648691"
"A_33_P3395547",-1.634476725,2.5973383375,-3.97493143151859,0.00528477393571984,0.00528477393571984,-4.01213996666867,"HYALP1","HYALP1"
"A_23_P319232",1.378502375,2.9982590625,3.97398351278081,0.00529120456211322,0.00529120456211322,-4.01225558739579,"KIAA1045","KIAA1045"
"A_33_P3377529",1.298934275,4.9498366375,3.96515372776711,0.00535151726734202,0.00535151726734202,-4.01333476745109,"HOXA4","HOXA4"
"A_21_P0010049",-0.816420924999999,2.0396734625,-3.96211154602608,0.00537247062355114,0.00537247062355114,-4.01370749872867,"XLOC_013774","XLOC_013774"
"A_21_P0008548",-1.901165275,3.3526662625,-3.96151527574542,0.00537658798294322,0.00537658798294322,-4.01378060941005,"XLOC_011117","XLOC_011117"
"A_21_P0007908",-1.75870195,5.290022725,-3.95804581073538,0.00540061370062099,0.00540061370062099,-4.01420637014984,"LINC00327","LINC00327"
"A_33_P3231065",0.8989009,4.9435497,3.95228930828301,0.00544073574614683,0.00544073574614683,-4.01491413819795,"MEMO1","MEMO1"
"A_21_P0009038",1.778076475,2.9061034625,3.95203535441873,0.00544251324387995,0.00544251324387995,-4.01494540094038,"XLOC_011951","XLOC_011951"
"A_21_P0004538",2.816144525,3.8603499125,3.94489256484581,0.00549276811968141,0.00549276811968141,-4.01582605400506,"XLOC_004636","XLOC_004636"
"A_19_P00317141",-0.739491225,2.8059653375,-3.93677541297983,0.00555049360787928,0.00555049360787928,-4.01683000294908,"LOC729177","LOC729177"
"A_24_P291401",0.606260574999999,7.2037704125,3.93665723985263,0.00555133887244403,0.00555133887244403,-4.01684464379686,"TMEM150A","TMEM150A"
"A_23_P410600",1.158712025,2.2500466125,3.93581790588225,0.00555734647163128,0.00555734647163128,-4.0169486521697,"IDI2","IDI2"
"A_23_P338890",0.861106000000003,11.80439125,3.92232234294382,0.00565492180549693,0.00565492180549693,-4.01862595873683,"PTPN1","PTPN1"
"A_21_P0012338",0.358477749999999,13.633230625,3.91901309605032,0.00567913239739743,0.00567913239739743,-4.01903868208482,"PI4KA","PI4KA"
"A_33_P3240787",1.736547825,3.8678693875,3.9154951211134,0.00570499402553836,0.00570499402553836,-4.01947805727993,"LOC100131910","LOC100131910"
"A_21_P0000815",-1.2330865,3.352264475,-3.88604842280863,0.00592656766322271,0.00592656766322271,-4.02318094403059,"LOC100506122","LOC100506122"
"A_21_P0013737",0.978781225000001,2.6810401375,3.88310323178127,0.0059492395445219,0.0059492395445219,-4.02355378235959,"XLOC_l2_015315","XLOC_l2_015315"
"A_21_P0001301",1.59588775,3.516482125,3.87920561788526,0.00597938847165393,0.00597938847165393,-4.02404788771,"XLOC_000208","XLOC_000208"
"A_21_P0002702",-0.421707325,6.3077435625,-3.87730325812463,0.00599416405529143,0.00599416405529143,-4.02428934116628,"XLOC_002643","XLOC_002643"
"A_21_P0003948",1.5623533,2.398537825,3.87652730733821,0.0060002022610042,0.0060002022610042,-4.02438788173934,"XLOC_004250","XLOC_004250"
"A_21_P0004416",0.55906255,3.207995525,3.86258011221388,0.00610987224205688,0.00610987224205688,-4.02616447585549,"XLOC_004900","XLOC_004900"
"A_33_P3226630",1.3151388,2.39364195,3.84901126515131,0.00621866464579121,0.00621866464579121,-4.02790271719286,"HS2ST1","HS2ST1"
"A_33_P3417611",1.05467785,2.879870825,3.84874267255321,0.00622083934195238,0.00622083934195238,-4.02793722363677,"PCDHGB1","PCDHGB1"
"A_23_P18123",1.31584295,3.54171285,3.84304176851472,0.00626719325857686,0.00626719325857686,-4.0286705286131,"NLGN1","NLGN1"
"A_21_P0005191",1.292779625,2.4290120875,3.83728040159679,0.00631442095821115,0.00631442095821115,-4.02941336447243,"XLOC_006043","XLOC_006043"
"A_21_P0011238",1.17104075,2.407794025,3.83661477182488,0.00631990223858514,0.00631990223858514,-4.02949930052426,"XLOC_l2_004157","XLOC_l2_004157"
"A_23_P39364",0.686709750000002,12.962792375,3.83231128491176,0.0063554654671369,0.0063554654671369,-4.0300554711415,"HOMER3","HOMER3"
"A_21_P0014731",-1.43921005,2.7403099,-3.83230869090769,0.00635548696906375,0.00635548696906375,-4.03005580668097,"LOC100508633","LOC100508633"
"A_33_P3367361",-0.627519625000001,10.5287400625,-3.82967336002312,0.00637737239746645,0.00637737239746645,-4.03039687724708,"FAM107B","FAM107B"
"A_32_P780862",1.7716998,3.0629067,3.82368952507326,0.00642737094593419,0.00642737094593419,-4.03117269581235,"BMP8B","BMP8B"
"A_33_P3398867",0.734022424999999,4.6554336875,3.82149242145099,0.0064458359661286,0.0064458359661286,-4.03145803607808,"GCRG224","GCRG224"
"A_21_P0000794",-0.45708155,6.28216725,-3.81849413091021,0.0064711275283112,0.0064711275283112,-4.03184784437219,"LOC731223","LOC731223"
"A_33_P3214404",1.286617625,2.4030481125,3.81658859549453,0.00648725742934525,0.00648725742934525,-4.03209583374259,"","A_33_P3214404"
"A_33_P3302025",-1.02029465,3.27227155,-3.81364645211092,0.00651224791307827,0.00651224791307827,-4.03247911141111,"ADAMTSL1","ADAMTSL1"
