"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","plot_label"
"A_33_P3636315",-0.810420525000001,4.8421678375,-2.73890455708143,0.0287715472151581,0.0287715472151581,-4.20723529935503,"LOC286087","LOC286087"
"A_21_P0008572",-2.21962545,3.05074705,-2.73774860741334,0.0288197653563974,0.0288197653563974,-4.20746353983482,"XLOC_011306","XLOC_011306"
"A_33_P3247788",0.8531975,1.947976725,2.73705996863133,0.0288485307167082,0.0288485307167082,-4.2075995529784,"LOC100128063","LOC100128063"
"A_33_P3213685",1.11215405,2.9360376,2.73599493625139,0.0288930776809287,0.0288930776809287,-4.20780997012722,"CAB39L","CAB39L"
"A_33_P3366471",1.04194685,2.0662,2.73489698429025,0.0289390768770159,0.0289390768770159,-4.20802697056126,"","A_33_P3366471"
"A_23_P94301",0.404074749999998,10.063235875,2.73403433517716,0.0289752716692235,0.0289752716692235,-4.20819752202612,"TSTA3","TSTA3"
"A_23_P218442",-2.320986475,2.6782000875,-2.73388393115485,0.0289815871238358,0.0289815871238358,-4.20822726299499,"CEACAM6","CEACAM6"
"A_21_P0012458",1.2738929,8.0913743,2.73384263126235,0.0289833215553569,0.0289833215553569,-4.20823542992169,"LOC100506990","LOC100506990"
"A_33_P3358863",-0.6353318,3.5431007,-2.73373313045603,0.0289879206798655,0.0289879206798655,-4.20825708392131,"","A_33_P3358863"
"A_33_P3413808",0.8090454,6.5011519,2.73341841795074,0.0290011431141978,0.0290011431141978,-4.20831932340056,"PABPC1L","PABPC1L"
"A_23_P168357",-0.3330211,1.6349311,-2.73328077105459,0.0290069282380821,0.0290069282380821,-4.20834654737816,"CPA1","CPA1"
"A_23_P70843",-1.065831,9.47714725,-2.73248842271013,0.02904025310233,0.02904025310233,-4.20850328366992,"BPGM","BPGM"
"A_33_P3303016",0.999136375,2.1984224875,2.7320578550267,0.0290583788523857,0.0290583788523857,-4.20858847287759,"LOC100130587","LOC100130587"
"A_33_P3362806",0.316626100000001,6.8494403,2.73131026030595,0.0290898786974414,0.0290898786974414,-4.20873641634865,"GRIPAP1","GRIPAP1"
"A_23_P315892",0.970150374999999,10.2910599375,2.73056229079936,0.0291214300610507,0.0291214300610507,-4.20888447137439,"ST6GALNAC6","ST6GALNAC6"
"A_21_P0014261",1.191274375,7.6001715625,2.72996783439347,0.0291465313436189,0.0291465313436189,-4.20900216628829,"LOC100507128","LOC100507128"
"A_21_P0007349",0.981725325,2.2960564125,2.72728817105289,0.0292599628360842,0.0292599628360842,-4.20953299920662,"XLOC_009432","XLOC_009432"
"A_21_P0007655",0.703720275,3.4619825375,2.7266476490923,0.0292871447198811,0.0292871447198811,-4.20965995565852,"XLOC_009935","XLOC_009935"
"A_23_P170186",0.606698249999996,12.044690125,2.72653710518044,0.0292918385509569,0.0292918385509569,-4.20968186909848,"OPLAH","OPLAH"
"A_21_P0012150",2.07399715,3.346189275,2.72581013055163,0.0293227263856861,0.0293227263856861,-4.20982599972603,"LOC149773","LOC149773"
"A_33_P3239084",0.766239574999998,8.1390577125,2.724919072786,0.0293606322542619,0.0293606322542619,-4.21000270978359,"FAM86A","FAM86A"
"A_21_P0008803",1.3312464,2.66155465,2.72474123567862,0.0293682036272484,0.0293682036272484,-4.21003798388669,"XLOC_011614","XLOC_011614"
"A_33_P3307049",-1.83744355,3.081114725,-2.72446221537191,0.0293800869635465,0.0293800869635465,-4.21009333199953,"LOC100129363","LOC100129363"
"A_33_P3565787",0.40407825,6.7341391,2.7242165968848,0.0293905518916313,0.0293905518916313,-4.21014205863475,"KIAA1908","KIAA1908"
"A_23_P64913",-1.0204597,2.081435875,-2.72389332260536,0.0294043313939629,0.0294043313939629,-4.21020619703432,"PDE6H","PDE6H"
"A_23_P160354",0.434840924999997,8.1512747875,2.72380997101677,0.0294078853336201,0.0294078853336201,-4.2102227353233,"AKT3","AKT3"
"A_32_P232559",-0.838997750000001,9.349482125,-2.7237140230527,0.0294119769124894,0.0294119769124894,-4.21024177350934,"LOC439949","LOC439949"
"A_33_P3413989",1.03515475,7.95925055,2.72332236264262,0.0294286849438467,0.0294286849438467,-4.21031949392613,"SERPING1","SERPING1"
"A_24_P183094",0.559670000000001,10.671874,2.72226199385003,0.0294739695244499,0.0294739695244499,-4.21052996310413,"ATP13A3","ATP13A3"
"A_33_P3256987",1.487294025,2.3922643625,2.72178011479583,0.0294945729236351,0.0294945729236351,-4.21062563454078,"SEPHS1P1","SEPHS1P1"
"A_24_P816384",0.94217175,9.936660125,2.72052056571058,0.0295484977773093,0.0295484977773093,-4.2108757764892,"UBE2Q2P1","UBE2Q2P1"
"A_21_P0008358",1.535710275,4.3608768125,2.71968348508095,0.0295843925335479,0.0295843925335479,-4.21104207631311,"XLOC_010879","XLOC_010879"
"A_23_P210763",-0.777800849999999,5.631063875,-2.71810113241968,0.0296523697177719,0.0296523697177719,-4.21135656449022,"JAG1","JAG1"
"A_33_P3408722",0.384606949999999,6.4943568,2.71732529071629,0.0296857591386005,0.0296857591386005,-4.21151082194125,"C9orf25","C9orf25"
"A_33_P3285018",-1.28502085,3.357331375,-2.71715302584566,0.0296931781226514,0.0296931781226514,-4.21154507811681,"","A_33_P3285018"
"A_23_P17134",-2.51472725,8.749836625,-2.7169084092517,0.0297037164286744,0.0297037164286744,-4.21159372538494,"MAL","MAL"
"A_24_P89080",-0.873271,5.55381615,-2.71491238570302,0.0297898530836441,0.0297898530836441,-4.21199082684609,"DCK","DCK"
"A_21_P0007442",0.60258445,2.93907615,2.71424436423454,0.0298187392049872,0.0298187392049872,-4.21212378662456,"XLOC_009202","XLOC_009202"
"A_33_P3261640",-1.2217347,2.275738575,-2.71318789787921,0.0298644819230387,0.0298644819230387,-4.21233412139753,"LOC100134365","LOC100134365"
"A_33_P3234657",1.406037425,2.5502936625,2.71276231693057,0.0298829293635347,0.0298829293635347,-4.21241887251653,"PRTG","PRTG"
"A_24_P303989",0.9722886,7.92274095,2.71050935105236,0.0299807859740839,0.0299807859740839,-4.2128677343889,"BMI1","BMI1"
"A_21_P0003264",-1.307379275,2.4959328375,-2.71030163464697,0.0299898248800932,0.0299898248800932,-4.21290913509975,"XLOC_002932","XLOC_002932"
"A_33_P3409447",0.773057125000001,8.2464359375,2.70842208012724,0.0300717443251983,0.0300717443251983,-4.21328388678647,"AKAP11","AKAP11"
"A_33_P3333471",0.687617549999999,4.9849977,2.70788246873381,0.0300953061612172,0.0300953061612172,-4.21339151979567,"","A_33_P3333471"
"A_21_P0003796",0.827284075,1.8168636875,2.70758284445242,0.0301083974133071,0.0301083974133071,-4.21345129241778,"XLOC_004161","XLOC_004161"
"A_21_P0000839",-0.91691445,2.677450025,-2.7068646665607,0.0301398004150412,0.0301398004150412,-4.21359458747625,"LOC254100","LOC254100"
"A_21_P0012996",-0.7260023,3.690775375,-2.70614942653369,0.0301711089428175,0.0301711089428175,-4.21373733053991,"XLOC_l2_012103","XLOC_l2_012103"
"A_23_P324538",-1.029972525,4.4034947875,-2.7054906472456,0.0301999760276364,0.0301999760276364,-4.21386883570735,"LCE3B","LCE3B"
"A_33_P3279620",-0.669267625,7.8125025375,-2.70508619266759,0.0302177131280407,0.0302177131280407,-4.2139495870496,"","A_33_P3279620"
"A_33_P3278313",0.880995974999999,7.6290858875,2.70508459810241,0.0302177830782086,0.0302177830782086,-4.21394990543395,"MSRB3","MSRB3"
"A_33_P3228773",1.00555415,2.863977025,2.70418949997629,0.0302570758124468,0.0302570758124468,-4.21412865504271,"CYYR1","CYYR1"
"A_21_P0010640",-0.789314925,1.9047754125,-2.70364096625955,0.0302811815255454,0.0302811815255454,-4.2142382227115,"XLOC_l2_001037","XLOC_l2_001037"
"A_33_P3751230",-0.695552224999999,4.4862008375,-2.70349322487641,0.0302876775542821,0.0302876775542821,-4.21426773695883,"LOC284628","LOC284628"
"A_21_P0012520",-0.817687400000001,1.824353775,-2.70330723405807,0.0302958574375995,0.0302958574375995,-4.2143048943521,"XLOC_l2_010020","XLOC_l2_010020"
"A_33_P3333982",1.88971,11.7666535,2.70317117568471,0.0303018427504893,0.0303018427504893,-4.21433207766236,"PDE4DIP","PDE4DIP"
"A_24_P110914",0.543444500000001,10.5975815,2.70223103636572,0.0303432339485793,0.0303432339485793,-4.21451994325476,"LOC100190939","LOC100190939"
"A_21_P0001674",0.933903525000001,6.3325866625,2.70209458782926,0.0303492462246927,0.0303492462246927,-4.21454721430635,"XLOC_000153","XLOC_000153"
"A_33_P3299656",0.498657099999999,8.52572995,2.70160724633902,0.0303707299065788,0.0303707299065788,-4.2146446261044,"RPGR","RPGR"
"A_23_P316121",1.530875,4.218952725,2.70158336041884,0.0303717832877026,0.0303717832877026,-4.21464940092616,"NXPH2","NXPH2"
"A_21_P0007881",-1.67523295,2.868972975,-2.70112755319371,0.0303918919245093,0.0303918919245093,-4.21474052457868,"XLOC_010117","XLOC_010117"
"A_23_P76078",-1.21628475,6.4649118,-2.700529633666,0.0304182911350158,0.0304182911350158,-4.21486007990327,"IL23A","IL23A"
"A_33_P3393331",-1.502115175,2.4395499375,-2.70044210231531,0.030422157807539,0.030422157807539,-4.21487758398855,"MFSD6L","MFSD6L"
"A_21_P0006297",1.04481955,3.354702,2.70041167337617,0.0304235021174272,0.0304235021174272,-4.21488366913645,"CDC14B","CDC14B"
"A_24_P167984",0.505634125,9.2807073125,2.70036364651622,0.0304256240060959,0.0304256240060959,-4.21489327362397,"ATMIN","ATMIN"
"A_23_P407684",0.48232825,8.523435625,2.69931812032541,0.030471855001205,0.030471855001205,-4.21510239770167,"ZNF598","ZNF598"
"A_33_P3265945",0.421306749999999,9.075209875,2.69845963508626,0.0305098702414227,0.0305098702414227,-4.21527416467577,"","A_33_P3265945"
"A_33_P3305571",1.057975675,5.6327320125,2.69736762129943,0.0305582980644253,0.0305582980644253,-4.21549272733482,"TNFRSF6B","TNFRSF6B"
"A_21_P0002490",-1.118537125,2.8868812375,-2.69638592949981,0.0306019018734213,0.0306019018734213,-4.2156892772492,"XLOC_002263","XLOC_002263"
"A_32_P159651",-1.2180573,8.27234035,-2.69577193010043,0.0306292068826018,0.0306292068826018,-4.21581224207637,"KAT2B","KAT2B"
"A_23_P200829",0.345145,10.8225785,2.69525628278029,0.03065215773963,0.03065215773963,-4.21591552946442,"SRGAP2","SRGAP2"
"A_33_P3234643",0.592482974999999,7.8037659125,2.69363310357435,0.0307245207461511,0.0307245207461511,-4.21624077802844,"TMCO3","TMCO3"
"A_33_P3365408",0.711969350000001,7.23036155,2.69347140800631,0.0307317390564513,0.0307317390564513,-4.21627318778866,"MATL2963","MATL2963"
"A_33_P3367681",-0.974324600000001,4.795467525,-2.69346588813176,0.030731985502392,0.030731985502392,-4.216274294206,"","A_33_P3367681"
"A_24_P182929",1.871034075,3.1994089625,2.69331707485589,0.0307386303485561,0.0307386303485561,-4.21630412347245,"KCNAB1","KCNAB1"
"A_33_P3219601",0.672247625000001,7.1428711625,2.69307890303617,0.0307492683731191,0.0307492683731191,-4.21635186751452,"ABL2","ABL2"
"A_21_P0012088",0.715878775,1.8430291875,2.69302569145699,0.0307516456110715,0.0307516456110715,-4.21636253485047,"XLOC_l2_008226","XLOC_l2_008226"
"A_33_P3401981",1.77567875,4.238741275,2.69281425681977,0.0307610933903875,0.0307610933903875,-4.21640492305741,"SPRED3","SPRED3"
"A_24_P43826",-0.49910525,1.6417035,-2.69257651603866,0.0307717202542542,0.0307717202542542,-4.21645258864902,"EBF2","EBF2"
"A_23_P150053",1.01422825,10.248548875,2.6920600813237,0.0307948177593828,0.0307948177593828,-4.21655614365756,"ACTA2","ACTA2"
"A_23_P157109",-0.69245625,5.520987975,-2.69188581651039,0.0308026158208352,0.0308026158208352,-4.21659109108243,"ADCYAP1R1","ADCYAP1R1"
"A_24_P217834",-1.206576,11.30554475,-2.69135820401117,0.030826238166842,0.030826238166842,-4.216696911907,"HIST1H3D","HIST1H3D"
"A_33_P3260941",-1.339318675,2.9690681125,-2.69055571756625,0.0308622034445078,0.0308622034445078,-4.21685789846777,"FAM168A","FAM168A"
"A_32_P216734",0.426294700000001,5.0367586,2.68958103248915,0.0309059450707362,0.0309059450707362,-4.21705348739186,"SPDYE3","SPDYE3"
"A_33_P3238895",0.979708575,6.0842430875,2.68591190110314,0.0310711879401154,0.0310711879401154,-4.21779033466679,"","A_33_P3238895"
"A_33_P3797403",0.567561325,4.0253973375,2.68582137757778,0.0310752763809796,0.0310752763809796,-4.21780852522672,"LOC283387","LOC283387"
"A_21_P0006269",3.272586,4.188050225,2.68555711717529,0.0310872147533674,0.0310872147533674,-4.21786163105705,"XLOC_007697","XLOC_007697"
"A_32_P394951",0.7196897,6.1573024,2.68276422058186,0.0312136809250194,0.0312136809250194,-4.21842317614332,"NTN5","NTN5"
"A_21_P0007015",0.980152375,3.9074060875,2.68258431018517,0.0312218458812687,0.0312218458812687,-4.21845936705327,"XLOC_008935","XLOC_008935"
"A_21_P0013995",-0.8483265,4.28604205,-2.68249190394359,0.0312260404617486,0.0312260404617486,-4.21847795639857,"LOC100293977","LOC100293977"
"A_23_P67569",0.919038475,2.1275535125,2.68215317536699,0.0312414213338873,0.0312414213338873,-4.2185461032144,"LPPR3","LPPR3"
"A_33_P3224307",0.526910875,8.4006078125,2.68180863963715,0.0312570739980924,0.0312570739980924,-4.21861542616359,"SCARNA12","SCARNA12"
"A_33_P3335498",0.701087524999999,3.9600164625,2.68158866530522,0.0312670719673866,0.0312670719673866,-4.21865969063435,"KLF8","KLF8"
"A_33_P3345016",-0.924566725,4.6719669375,-2.67966917479293,0.0313544555926876,0.0313544555926876,-4.21904607780566,"HTR6","HTR6"
"A_32_P190944",0.771549925,1.7623725875,2.67718700638391,0.0314678323753896,0.0314678323753896,-4.21954609329872,"ACVR1C","ACVR1C"
"A_21_P0000342",0.638280850000001,7.028407325,2.67529711530698,0.0315544424700241,0.0315544424700241,-4.21992707318094,"SNORA5B","SNORA5B"
"A_33_P3269373",0.9388944,3.81248385,2.67502170146503,0.0315670848843689,0.0315670848843689,-4.21998261319146,"","A_33_P3269373"
"A_33_P3409086",0.742577425,2.0080704375,2.67398770839968,0.0316145957439428,0.0316145957439428,-4.22019117340672,"S100A1","S100A1"
"A_24_P238118",1.539787025,2.5204879375,2.67292469492727,0.0316635177458995,0.0316635177458995,-4.22040566117189,"PP12613","PP12613"
"A_19_P00321344",0.604603549999999,6.353916275,2.67290955768615,0.0316642149613233,0.0316642149613233,-4.22040871600532,"P39192","P39192"
"A_21_P0011746",0.860637125,1.9327885875,2.67245452153414,0.0316851812188915,0.0316851812188915,-4.22050055355777,"XLOC_l2_007034","XLOC_l2_007034"
"A_21_P0014431",-1.287570825,5.3201742625,-2.67167060168444,0.031721335062263,0.031721335062263,-4.22065880022274,"LOC100286925","LOC100286925"
"A_23_P72627",0.354618750000002,14.302377625,2.67161763321462,0.0317237794813086,0.0317237794813086,-4.22066949422082,"HGS","HGS"
"A_23_P257945",0.6249585,9.38037725,2.67160689483717,0.0317242750659801,0.0317242750659801,-4.22067166225383,"HCCS","HCCS"
"A_21_P0002570",-2.736793425,3.5733117875,-2.67127941135762,0.0317393925639857,0.0317393925639857,-4.22073778346069,"XLOC_001331","XLOC_001331"
"A_33_P3272520",0.896588025,1.9865554625,2.66966960526478,0.0318138146465647,0.0318138146465647,-4.22106291809986,"","A_33_P3272520"
"A_33_P3374076",-1.538153025,3.3551751375,-2.66957067148924,0.0318183943265363,0.0318183943265363,-4.22108290549468,"SEZ6","SEZ6"
"A_24_P283324",1.1345677,3.730316325,2.66948924761823,0.0318221639819642,0.0318221639819642,-4.22109935588553,"ALDH8A1","ALDH8A1"
"A_24_P122137",1.76452485,9.274081825,2.66939665556172,0.0318264512527408,0.0318264512527408,-4.22111806316437,"LIF","LIF"
"A_23_P85441",-0.702340725,7.7423356875,-2.66842375196254,0.0318715358010774,0.0318715358010774,-4.22131466279572,"IGSF9","IGSF9"
"A_23_P385771",0.450758999999998,9.638707,2.66773357916531,0.0319035588815448,0.0319035588815448,-4.22145416764812,"PAOX","PAOX"
"A_33_P3404418",0.71008355,6.458339075,2.6677159644408,0.0319043766193223,0.0319043766193223,-4.2214577285318,"MAP3K6","MAP3K6"
"A_24_P6428",-0.92634055,4.3056498,-2.66728124840152,0.0319245645942235,0.0319245645942235,-4.22154561455955,"C20orf177","C20orf177"
"A_23_P74701",1.104124425,4.6107479125,2.66697167751552,0.0319389490080539,0.0319389490080539,-4.22160820778392,"COL24A1","COL24A1"
"A_33_P3282597",0.65254845,2.740444975,2.66658158370883,0.0319570845860155,0.0319570845860155,-4.22168709127499,"C18orf45","C18orf45"
"A_21_P0012456",1.8095165,7.416373425,2.6662297831484,0.031973449097858,0.031973449097858,-4.22175823988955,"XLOC_l2_010330","XLOC_l2_010330"
"A_23_P146444",-1.38095655,7.110654375,-2.66551440887299,0.0320067526922098,0.0320067526922098,-4.22190294346094,"CORO2A","CORO2A"
"A_21_P0013590",-0.9933356,5.0283504,-2.66478532342931,0.0320407317741583,0.0320407317741583,-4.22205045541319,"LOC100507540","LOC100507540"
"A_23_P354341",-2.5356308,3.0954053,-2.6645124685812,0.0320534578540059,0.0320534578540059,-4.22210566973986,"CD160","CD160"
"A_33_P3336449",0.881704550000001,2.9888766,2.66431842490092,0.0320625113464552,0.0320625113464552,-4.2221449390108,"","A_33_P3336449"
"A_33_P3329922",0.828707625000001,1.7668116875,2.66429105700017,0.032063788464379,0.032063788464379,-4.2221504777457,"","A_33_P3329922"
"A_23_P210869",0.6318364,4.11564305,2.66419141712047,0.0320684385881403,0.0320684385881403,-4.2221706433539,"COX4I2","COX4I2"
"A_21_P0013440",0.482722900000001,6.43970615,2.66409878995653,0.0320727620632805,0.0320727620632805,-4.22218939028483,"XLOC_l2_013873","XLOC_l2_013873"
"A_23_P131050",1.13396225,3.59667275,2.66409027727245,0.032073159432665,0.032073159432665,-4.22219111320647,"ACSBG2","ACSBG2"
"A_23_P71270",1.03410355,7.5183251,2.66399552464622,0.0320775828012823,0.0320775828012823,-4.22221029095472,"AZGP1","AZGP1"
"A_23_P215175",0.878675375,9.1409955625,2.66381999914705,0.0320857785956314,0.0320857785956314,-4.22224581854934,"ABCF2","ABCF2"
"A_21_P0006824",-1.388463725,3.9885780125,-2.66373329169195,0.03208982802273,0.03208982802273,-4.22226336950161,"XLOC_008370","XLOC_008370"
"A_23_P348524",-1.18929095,2.96172545,-2.66274945381392,0.0321358126933345,0.0321358126933345,-4.22246254868094,"C20orf201","C20orf201"
"A_33_P3375398",0.385223250000003,9.115583125,2.66263941350629,0.0321409602523299,0.0321409602523299,-4.22248483046654,"TBL3","TBL3"
"A_33_P3243278",0.950456775,1.9142216375,2.66253504861662,0.0321458431151561,0.0321458431151561,-4.22250596379288,"","A_33_P3243278"
"A_21_P0013470",1.569962975,3.9965758875,2.66234198570036,0.0321548778802057,0.0321548778802057,-4.22254505989415,"FAM66D","FAM66D"
"A_33_P3260034",0.480094875,3.5729594125,2.66225822066145,0.0321587986551017,0.0321587986551017,-4.22256202345673,"AIF1L","AIF1L"
"A_21_P0006031",0.8417888,1.9779964,2.66176654689913,0.0321818223783128,0.0321818223783128,-4.22266160347743,"XLOC_007465","XLOC_007465"
"A_32_P177539",0.71685135,3.727635675,2.66164401364622,0.0321875629432538,0.0321875629432538,-4.22268642296441,"IRX6","IRX6"
"A_33_P3415748",1.326902925,3.1294815625,2.66153008917754,0.0321929011514797,0.0321929011514797,-4.22270949960866,"LOC100129072","LOC100129072"
"A_33_P3288659",1.253860375,7.5166217375,2.66033809161567,0.0322488104124966,0.0322488104124966,-4.22295100331937,"ACTL8","ACTL8"
"A_33_P3242748",0.33948425,11.295133625,2.66029848127538,0.0322506700241876,0.0322506700241876,-4.22295903015754,"ARFRP1","ARFRP1"
"A_33_P3405957",0.851779250000003,9.310487625,2.65917531599893,0.0323034464686786,0.0323034464686786,-4.22318667728747,"BCL9L","BCL9L"
"A_21_P0012902",1.978637175,4.5804736125,2.65878725808042,0.0323217018271332,0.0323217018271332,-4.22326534967885,"XLOC_l2_012010","XLOC_l2_012010"
"A_21_P0008211",1.858368525,2.4469646375,2.65837609489617,0.0323410558429147,0.0323410558429147,-4.22334871717295,"XLOC_010715","XLOC_010715"
"A_21_P0014800",0.932355175000001,3.8799538375,2.65778030958893,0.0323691216859381,0.0323691216859381,-4.22346953854645,"LOC100507419","LOC100507419"
"A_23_P136371",1.43480785,2.43205575,2.65704850916432,0.0324036295379563,0.0324036295379563,-4.22361797508411,"NDST4","NDST4"
"A_21_P0002317",0.492378725,1.9137418625,2.65664182827755,0.0324228230183844,0.0324228230183844,-4.22370048053855,"XLOC_001756","XLOC_001756"
"A_24_P139094",0.371056125000001,11.9658840625,2.65596975129745,0.0324545679258255,0.0324545679258255,-4.22383685228511,"SH3GL1","SH3GL1"
"A_23_P19517",-2.472724775,5.2830120125,-2.65588737005345,0.0324584613497512,0.0324584613497512,-4.22385357039625,"ITPR3","ITPR3"
"A_24_P100277",0.818489100000001,8.33955945,2.655102414464,0.0324955835691492,0.0324955835691492,-4.22401288860549,"CYB5R3","CYB5R3"
"A_21_P0007504",-0.883423575,4.6912755625,-2.65487634378336,0.0325062831270411,0.0325062831270411,-4.22405878052337,"XLOC_009913","XLOC_009913"
"A_21_P0008098",0.651626025000001,2.1052288375,2.65438531285307,0.0325295354568379,0.0325295354568379,-4.22415847052754,"XLOC_010460","XLOC_010460"
"A_19_P00812349",0.3688785,6.6058495,2.65423636910331,0.0325365919762272,0.0325365919762272,-4.22418871251829,"ZNF805","ZNF805"
"A_21_P0006479",0.725446475,1.9615616125,2.65368652752763,0.0325626556625435,0.0325626556625435,-4.22430036674121,"XLOC_007920","XLOC_007920"
"A_24_P45446",-1.20787925,9.878157125,-2.65300943220213,0.0325947813121968,0.0325947813121968,-4.22443788939991,"GBP4","GBP4"
"A_33_P3321342",-0.58377595,7.62036615,-2.65244385694879,0.032621641033796,0.032621641033796,-4.22455278484115,"INSIG2","INSIG2"
"A_33_P3239222",0.762482500000001,12.3451805,2.65204758255759,0.032640474215237,0.032640474215237,-4.22463329977974,"EIF3B","EIF3B"
"A_19_P00321272",0.9550693,6.06994825,2.6519381080846,0.0326456790506587,0.0326456790506587,-4.22465554461029,"XLOC_014105","XLOC_014105"
"A_21_P0014037",0.56828945,3.605640125,2.6518038811425,0.0326520618919583,0.0326520618919583,-4.22468282013881,"LOC100653304","LOC100653304"
"A_21_P0005477",0.586922175000001,7.4473756125,2.65092933656817,0.0326936805771716,0.0326936805771716,-4.22486056079414,"XLOC_006381","XLOC_006381"
"A_33_P3409347",0.878936124999999,5.7025890625,2.64915302454641,0.0327783834730821,0.0327783834730821,-4.22522173064484,"C19orf53","C19orf53"
"A_33_P3341821",-0.718854225,3.9129599875,-2.64869747572997,0.0328001429471247,0.0328001429471247,-4.22531438905695,"FAM151A","FAM151A"
"A_33_P3336822",-2.964422225,4.1903827875,-2.64679375195154,0.0328912378490417,0.0328912378490417,-4.2257017541335,"","A_33_P3336822"
"A_33_P3258265",0.571741874999999,6.6993686875,2.64588088194774,0.0329350128338796,0.0329350128338796,-4.22588758773259,"SEMA6C","SEMA6C"
"A_21_P0002360",-1.89213475,3.395694375,-2.64587781693186,0.0329351599130698,0.0329351599130698,-4.22588821177289,"XLOC_001875","XLOC_001875"
"A_24_P50818",0.578564075000002,7.0093275375,2.64550621343029,0.0329529969052257,0.0329529969052257,-4.22596387522163,"GTF3C3","GTF3C3"
"A_21_P0014392",-0.413181375,4.5084680125,-2.6453045927837,0.0329626789144442,0.0329626789144442,-4.22600493170628,"LOC100507373","LOC100507373"
"A_33_P3383292",-0.412511400000001,3.446638175,-2.64414385551296,0.0330184761745902,0.0330184761745902,-4.22624134763579,"LOC100129620","LOC100129620"
"A_23_P129433",0.533480249999999,7.4478703,2.64346072122092,0.0330513607227309,0.0330513607227309,-4.22638052827883,"SLC9A5","SLC9A5"
"A_33_P3307402",-0.783489325,3.1339382375,-2.64314509596447,0.0330665657167063,0.0330665657167063,-4.2264448436622,"","A_33_P3307402"
"A_32_P92789",-1.31022595,2.08598335,-2.6427639268594,0.0330849379325094,0.0330849379325094,-4.22652252378175,"LOC728012","LOC728012"
"A_24_P121406",0.374301175,4.0820766625,2.64250632675444,0.0330973601783357,0.0330973601783357,-4.22657502667209,"ZC3H13","ZC3H13"
"A_19_P00322733",0.499459475,3.8204835125,2.64238661769913,0.033103134557142,0.033103134557142,-4.22659942672388,"XLOC_l2_015585","XLOC_l2_015585"
"A_23_P96271",0.438388875000001,6.6328483125,2.64213629975864,0.0331152124739788,0.0331152124739788,-4.2266504515783,"MYOM1","MYOM1"
"A_23_P217208",0.533641800000001,6.3171692,2.64187402271771,0.0331278723381536,0.0331278723381536,-4.22670391862044,"SLC35A2","SLC35A2"
"A_33_P3257367",-0.521045250000002,9.248873125,-2.64185285264969,0.0331288944167973,0.0331288944167973,-4.22670823448781,"TRIM33","TRIM33"
"A_21_P0007651",-1.192327875,4.9391073125,-2.64147709280914,0.033147041342975,0.033147041342975,-4.2267848442542,"XLOC_009932","XLOC_009932"
"A_23_P5258",0.5667172,3.585025225,2.64066994558611,0.0331860566315033,0.0331860566315033,-4.22694943665356,"OR10H4","OR10H4"
"A_24_P206702",0.433077825,4.8309899875,2.64058836280721,0.0331900027765536,0.0331900027765536,-4.22696607530182,"FOLR4","FOLR4"
"A_21_P0003298",1.4774115,3.580455425,2.64041582108507,0.0331983501976155,0.0331983501976155,-4.22700126629721,"XLOC_003235","XLOC_003235"
"A_33_P3211818",1.2737722,6.2801646,2.63955068563781,0.0332402376419149,0.0332402376419149,-4.22717774589789,"RUNX1","RUNX1"
"A_23_P401076",-1.0213985,10.50771575,-2.63861014481987,0.0332858383638029,0.0332858383638029,-4.22736966358809,"SUSD3","SUSD3"
"A_23_P77590",0.902597250000001,8.956463875,2.63833896225503,0.0332989983252716,0.0332989983252716,-4.22742500933942,"VAC14","VAC14"
"A_33_P3216955",-0.282670499999998,8.45023125,-2.63833334791284,0.0332992708355159,0.0332992708355159,-4.22742615522394,"ANAPC16","ANAPC16"
"A_21_P0013803",0.7200835,2.047987625,2.63819051422435,0.0333062045102525,0.0333062045102525,-4.22745530821074,"XLOC_l2_015659","XLOC_l2_015659"
"A_21_P0005930",0.936712025,2.3883030625,2.63737692812383,0.0333457276236653,0.0333457276236653,-4.22762139042188,"XLOC_006734","XLOC_006734"
"A_23_P134454",1.297500125,9.3263925625,2.63721500150145,0.0333535996571152,0.0333535996571152,-4.22765445069021,"CAV1","CAV1"
"A_21_P0007432",1.363053575,2.7016460375,2.63714282926204,0.0333571089200005,0.0333571089200005,-4.22766918652482,"XLOC_009089","XLOC_009089"
"A_21_P0013537",1.270376075,2.2478975125,2.63703268304078,0.0333624653487421,0.0333624653487421,-4.22769167639576,"XLOC_l2_014182","XLOC_l2_014182"
"A_23_P31444",-0.6106122,2.893202525,-2.63550976732213,0.0334366167197162,0.0334366167197162,-4.22800271040758,"ERVW-1","ERVW-1"
"A_21_P0002573",0.737871375000001,3.8259103875,2.63460331523766,0.0334808335577959,0.0334808335577959,-4.22818791311933,"XLOC_001342","XLOC_001342"
"A_33_P3339311",0.471665825,6.4672124375,2.63438463384386,0.0334915099604967,0.0334915099604967,-4.22823260135839,"","A_33_P3339311"
"A_23_P135061",-1.19702765,7.079331325,-2.63409859835404,0.0335054800488546,0.0335054800488546,-4.22829105838536,"CORO2A","CORO2A"
"A_33_P3415247",-1.842281325,3.9768093875,-2.63393862527044,0.0335132958398893,0.0335132958398893,-4.22832375441303,"LOC115110","LOC115110"
"A_33_P3693034",0.757568675,2.6088801125,2.63334193879918,0.0335424648214562,0.0335424648214562,-4.22844572280961,"LOC402779","LOC402779"
